Rank;Articles;PF;RM
496;https://api.istex.fr/document/8A75C90ED849925D1289DCFA0F01E6FAE0A7F62C/fulltext/pdf;  ; 
497;https://api.istex.fr/document/F206384D7B6AA824D881F8C73B7F74FC95FC94C0/fulltext/pdf;  ; 
498;https://api.istex.fr/document/07A2359B936907663CDF98E91A2B6D33D38775AC/fulltext/pdf;  ; 
499;https://api.istex.fr/document/E6D4471662E375218A441C75E1E2538217C3DB9A/fulltext/pdf;  ; 
500;https://api.istex.fr/document/E8BB9359FAB79CC763D4229EE392B165C3E67CED/fulltext/pdf;  ; 
501;https://api.istex.fr/document/DCDA5C4DE63842BF076452443AE452F065AF99F6/fulltext/pdf;  ; 
502;https://api.istex.fr/document/93AC2A270461180A775A533F5BAD78154A8D79FF/fulltext/pdf;  ; 
503;https://api.istex.fr/document/2A3BB3EC04BA8F0C81B6CD315823A7ADEA078ABE/fulltext/pdf;  ; 
504;https://api.istex.fr/document/E9715143719A773D1397215ABC20B4E105EDFCB0/fulltext/pdf;  ; 
505;https://api.istex.fr/document/60F9CA98C8A59DAC8E2792D10228C0EC3A4DEB73/fulltext/pdf;  ; 
506;https://api.istex.fr/document/9102908AB4BFD172BBAD7DCF74359829B85723B1/fulltext/pdf;  ; 
507;https://api.istex.fr/document/0C3FAE9831E1302B09F5CC2C02C1271ABC41FEAC/fulltext/pdf;  ; 
508;https://api.istex.fr/document/FDD0FD66DDB200143B6B6F9CC9B220BFCCB191F2/fulltext/pdf;  ; 
509;https://api.istex.fr/document/ABC6AA2B6A5AF904D96FC0ECCC9FE7FC20C6FE3E/fulltext/pdf;  ; 
510;https://api.istex.fr/document/988DD159C54F8FE1E5627B0554535DFFBA12214D/fulltext/pdf;  ; 
511;https://api.istex.fr/document/984F0507FE8D5BF5FBA786647741B2CD01E914DB/fulltext/pdf;  ; 
512;https://api.istex.fr/document/D6E7B94B1A7D8719E65497D6C476E4DA40F88A44/fulltext/pdf;  ; 
513;https://api.istex.fr/document/FA0879F82DB2BE0C7F2694270415B3A68B779F64/fulltext/pdf;  ; 
514;https://api.istex.fr/document/74341CADE83F32B8D299C805434A4B9269AA190A/fulltext/pdf;  ; 
515;https://api.istex.fr/document/CFBBB66132B9F19EE356A976F5DFE2A91D7EC604/fulltext/pdf;  ; 
516;https://api.istex.fr/document/C01200DA3FE8F580E66D7543E45461FA124D8DA8/fulltext/pdf;  ; 
517;https://api.istex.fr/document/43AAAF7EF1CDC138C93F4BCA29DF7BD7A1E0C6AB/fulltext/pdf;  ; 
518;https://api.istex.fr/document/3DF9892BA805879D1111323264601ECEAAAA4816/fulltext/pdf;  ; 
519;https://api.istex.fr/document/1C9A807C13336896A7FA4FC38677060116E1F946/fulltext/pdf;  ; 
520;https://api.istex.fr/document/43EB35D2DF124BFB13AED9E6E70D8876054BD98D/fulltext/pdf;  ; 
521;https://api.istex.fr/document/4D25BAD9F394F7443F0316F83DE805E6EB293241/fulltext/pdf;  ; 
522;https://api.istex.fr/document/66DAAEF0D90977FBC8D4DDAB14B3FCDE146C4DAF/fulltext/pdf;  ; 
523;https://api.istex.fr/document/9D44B211DB58D7C63C2D78797ACCC43A7B0B0341/fulltext/pdf;  ; 
524;https://api.istex.fr/document/CE9B9F63BEAFBEC3B4CC105EF395EDF19E8F6B6B/fulltext/pdf;  ; 
525;https://api.istex.fr/document/8E35C85FDF6AE2DF6C91144FC7DBACF2EED3F48A/fulltext/pdf;  ; 
526;https://api.istex.fr/document/26137B6395DD0233CBA60A4AC25E79BE0478C416/fulltext/pdf;  ; 
527;https://api.istex.fr/document/18FDC2D2896F14A6A2764FEB40D1A5C0719BFC6F/fulltext/pdf;  ; 
528;https://api.istex.fr/document/923F4B9CAC97802D87FA45C2ED04E5F30444861C/fulltext/pdf;  ; 
529;https://api.istex.fr/document/4CC94FFBA023889F409FB499736809DA9BA3801C/fulltext/pdf;  ; 
530;https://api.istex.fr/document/9E698307120EDD12334641CEA3D3502DAE2413C9/fulltext/pdf;  ; 
531;https://api.istex.fr/document/D2829364B5E5C26D53B3079E3E51D7A18FB3C03C/fulltext/pdf;  ; 
532;https://api.istex.fr/document/829C4844BC7D61C21DFFEC841CA2A6DA20615C21/fulltext/pdf;  ; 
533;https://api.istex.fr/document/FEC0A9BF881914118F2E71FC3F3F6E8C38FF7390/fulltext/pdf;  ; 
534;https://api.istex.fr/document/F3B6E7EB42A0A38F1AFF430896FA88C781545BEE/fulltext/pdf;  ; 
535;https://api.istex.fr/document/54E1BE876FD4E2AB79E7CC965AC2476C0E7E1176/fulltext/pdf;  ; 
536;https://api.istex.fr/document/4305896DC6AF519917CF89545C18091B32D66AEB/fulltext/pdf;  ; 
537;https://api.istex.fr/document/6FA92BDE473C524A589A85D99D6E08434949854E/fulltext/pdf;  ; 
538;https://api.istex.fr/document/B45ACB646A391CCA9B52A3AAB04F6176664A24A4/fulltext/pdf;  ; 
539;https://api.istex.fr/document/9068117170EC76F0643AD30FD679F8820F9009C6/fulltext/pdf;  ; 
540;https://api.istex.fr/document/037AF85389E468B04DCAC58FA93D19B3DC1B5D7A/fulltext/pdf;  ; 
541;https://api.istex.fr/document/4382631DD7E01DE37B5EA0ACC72A932145A85F4E/fulltext/pdf;  ; 
542;https://api.istex.fr/document/101038CCD9287099450EFAC5BF81D240622D2373/fulltext/pdf;  ; 
543;https://api.istex.fr/document/088E58A4062D661429025E0FE657C2D961B24DA6/fulltext/pdf;  ; 
544;https://api.istex.fr/document/417EA8BEFDDDC5539028A34EB82D221F4D27FEE9/fulltext/pdf;  ; 
545;https://api.istex.fr/document/A49B77A484AC083F80F7B0E1A9278A353E79A3A8/fulltext/pdf;  ; 
546;https://api.istex.fr/document/D3B31CE3E5F3B818A880934F8AD69AD0CC0F7CD6/fulltext/pdf;  ; 
547;https://api.istex.fr/document/08B4A5C02F61FC14649D5A75CB3EF87B8BD2D30C/fulltext/pdf;  ; 
548;https://api.istex.fr/document/1BECF717A0EB15FE1D5ED29D4E602B41BB40C50F/fulltext/pdf;  ; 
549;https://api.istex.fr/document/441772985B3B7929C810D859C361B7A25B5BD11B/fulltext/pdf;  ; 
550;https://api.istex.fr/document/4233CD67CB693003859F9AB246CAB33AD0826003/fulltext/pdf;  ; 
551;https://api.istex.fr/document/7CE3A151729CB5FE020D2DED790166EEEAF5F8AC/fulltext/pdf;  ; 
552;https://api.istex.fr/document/8AF288E9DB1E79D1038C01853E2E6FDB17370AB4/fulltext/pdf;  ; 
553;https://api.istex.fr/document/10FBAF912B23011C94687531B631120919F056C7/fulltext/pdf;  ; 
554;https://api.istex.fr/document/2F8645129BBEBE0F102F837C4ED9EEFDD5383705/fulltext/pdf;  ; 
555;https://api.istex.fr/document/54A65D9A5CFF60D31C4C3F25159CCFDF219A52F3/fulltext/pdf;  ; 
556;https://api.istex.fr/document/5859DBB11AD3B888436687EB07713413B57824A4/fulltext/pdf;  ; 
557;https://api.istex.fr/document/2CE1BEB4FA6901C18500D86BAC32833184AFDD5C/fulltext/pdf;  ; 
558;https://api.istex.fr/document/A5818F0CFD018FE11A4734CF5EAC63F2026DFDF0/fulltext/pdf;  ; 
559;https://api.istex.fr/document/2B978B09AD15BC18C75CB3BAB34FE08631E55DFD/fulltext/pdf;  ; 
560;https://api.istex.fr/document/55A17602792692334F241C0407720EEE07805DE8/fulltext/pdf;  ; 
561;https://api.istex.fr/document/E9B4D40201D37589F7E3058D4A6CB723D316C606/fulltext/pdf;  ; 
562;https://api.istex.fr/document/489E324A993925A884020377092F9813F772CAB3/fulltext/pdf;  ; 
563;https://api.istex.fr/document/8B67CC40EC21818E8DCE0EF4038519D42A03E6BB/fulltext/pdf;  ; 
564;https://api.istex.fr/document/5EA44734C8B7F6B5549061C078AB09300E2DC929/fulltext/pdf;  ; 
565;https://api.istex.fr/document/5A880D329279C0A170BB36E0D7F40848CF98AE11/fulltext/pdf;  ; 
566;https://api.istex.fr/document/995FE40357A0711CF4C9555B1A1470FFCE8399A5/fulltext/pdf;  ; 
567;https://api.istex.fr/document/C5627D5B50EEBD6B20040EC57DA51A4C378E31AE/fulltext/pdf;  ; 
568;https://api.istex.fr/document/23F848CF1523B0918ADB4202D7483E79D3B59EB6/fulltext/pdf;  ; 
569;https://api.istex.fr/document/CF227339ADF09F065EA8D91C0AAA3D784E0CD14E/fulltext/pdf;  ; 
570;https://api.istex.fr/document/3C90D6D306B8152AD5B4CC9663BBFD26DFECB0DB/fulltext/pdf;  ; 
571;https://api.istex.fr/document/3A516C69FF0EC558A1FB5EC49BE7ABF82646A343/fulltext/pdf;  ; 
572;https://api.istex.fr/document/F9F64EDF3DEBA3523CA5F4C08CCDC8B4422231E7/fulltext/pdf;  ; 
573;https://api.istex.fr/document/AE7A963FAABE0B9B0782791E46312643C44B5647/fulltext/pdf;  ; 
574;https://api.istex.fr/document/E75129A7053F13959A3250C0F18018B18CD399F7/fulltext/pdf;  ; 
575;https://api.istex.fr/document/B555E81D3373F428B5035B746D4DD6C0BE5D39D0/fulltext/pdf;  ; 
576;https://api.istex.fr/document/38C73B39F758DE1DE8F094A3F208567AF47BFA25/fulltext/pdf;  ; 
577;https://api.istex.fr/document/3576E0DF409B74343C6F1450A91D7AE314693D09/fulltext/pdf;  ; 
578;https://api.istex.fr/document/D97F1C3CEC2D654F03D459E086F029B76599E2F6/fulltext/pdf;  ; 
579;https://api.istex.fr/document/0460E214825DBAE174265003D720FCA32B447E95/fulltext/pdf;  ; 
580;https://api.istex.fr/document/867A3B0765002B802DD7894C20B9E6499A464B4B/fulltext/pdf;  ; 
581;https://api.istex.fr/document/5F3589BF95085D32EE3AF5987EFA8ADB85E250BD/fulltext/pdf;  ; 
582;https://api.istex.fr/document/C7CF6B60630F941E79C79A1209E75043A8427384/fulltext/pdf;  ; 
583;https://api.istex.fr/document/B365F01C0BC796FDD3714B20B05FD5FEBA605D6C/fulltext/pdf;  ; 
584;https://api.istex.fr/document/A8605283AAE1EC947AED46F3BD3A25F1E8E2A4C1/fulltext/pdf;  ; 
585;https://api.istex.fr/document/2C963B7AD6F88A5525AF22B5E2A8B650CCAA9B16/fulltext/pdf;  ; 
586;https://api.istex.fr/document/BC309E2A05EA97AEF1D9FA6EAF55F4F2FD104198/fulltext/pdf;  ; 
587;https://api.istex.fr/document/8B1E60E914A933C9D87CF657752E772EA5BC41F6/fulltext/pdf;  ; 
588;https://api.istex.fr/document/3EF9634B43A52BC64659F36E5A0BE2EF9ACB38E1/fulltext/pdf;  ; 
589;https://api.istex.fr/document/65BAE60ABDEB83C591A4F63889A22B0E74E3B138/fulltext/pdf;  ; 
590;https://api.istex.fr/document/AC16D16083F8A97160C14F7F430E179342433B8D/fulltext/pdf;  ; 
591;https://api.istex.fr/document/2202FD21680BC378DE26D42C9196226259D0843F/fulltext/pdf;  ; 
592;https://api.istex.fr/document/CDF1218F5924D6D185D9E699EE3EE3BDD062C05E/fulltext/pdf;  ; 
593;https://api.istex.fr/document/F9FBB40B698A8F9A58B319284A12AA662A2DE43F/fulltext/pdf;  ; 
594;https://api.istex.fr/document/604F55417119B259545419A7E229F14EE27043A5/fulltext/pdf;  ; 
595;https://api.istex.fr/document/EC2F1736AA691EE39959CED4391F9FC1E441AFF3/fulltext/pdf;  ; 
596;https://api.istex.fr/document/B55CDB621DD6744EBDE0B89A42264EDD02AE24EA/fulltext/pdf;  ; 
597;https://api.istex.fr/document/27195292E3537B22231976D7820B8BA441A80706/fulltext/pdf;  ; 
598;https://api.istex.fr/document/C9EEA3B9D0A8BF0498A57353FC81A1670CEB93E9/fulltext/pdf;  ; 
599;https://api.istex.fr/document/460CE0D29D991EF92D8755D43ACD1886594E9FDF/fulltext/pdf;  ; 
600;https://api.istex.fr/document/3EA9BFDD5AC28CA41512A3A3903FE6EE0C8171AB/fulltext/pdf;  ; 
601;https://api.istex.fr/document/C3F63DA6E120ED9FAAF19350542C4171BDAF628A/fulltext/pdf;  ; 
602;https://api.istex.fr/document/A8B7C4EB6EC01B5BF12A2E4F8A057F64DF4905C5/fulltext/pdf;  ; 
603;https://api.istex.fr/document/E9362701DDD0EC4C97FA5D482659E22585AA4F4B/fulltext/pdf;  ; 
604;https://api.istex.fr/document/088A6F55558D9C923859CDEF0C3E191FA0F956DA/fulltext/pdf;  ; 
605;https://api.istex.fr/document/64AA180FF2B8FA8BE74D7BA5CAABC1C898CAEFBC/fulltext/pdf;  ; 
606;https://api.istex.fr/document/80019BF87F6E2CE00C361638F0375914A1185563/fulltext/pdf;  ; 
607;https://api.istex.fr/document/B600BA8CD7B458EDAE51DF314170D793762AD927/fulltext/pdf;  ; 
608;https://api.istex.fr/document/5C7FEA6E77E0DBE96C95938F6CB766713DA76212/fulltext/pdf;  ; 
609;https://api.istex.fr/document/49973F8662E80F1672AAA0104F25F75102DCCF4B/fulltext/pdf;  ; 
610;https://api.istex.fr/document/45CA0527D9DF1C5A0C021B2737D08CA60DB65695/fulltext/pdf;  ; 
611;https://api.istex.fr/document/A5CC757DB75A81A5DA8AB8DA63EB504571CBBB9E/fulltext/pdf;  ; 
612;https://api.istex.fr/document/A6CB30714253E14530DADB5071C22838077EFA61/fulltext/pdf;  ; 
613;https://api.istex.fr/document/2015D0D6915CDDCFDAE8E7050E35A0D85408B4ED/fulltext/pdf;  ; 
614;https://api.istex.fr/document/218A8BA41189D39CE9213617A556CB5783F0E96E/fulltext/pdf;  ; 
615;https://api.istex.fr/document/38579CAAD52F7440DB2DC870E97EC28295569DD9/fulltext/pdf;  ; 
616;https://api.istex.fr/document/B103A224083B3A610DEF407E4A5B9894B9DC2FBE/fulltext/pdf;  ; 
617;https://api.istex.fr/document/68554C59232BD371140C5764904E55538BFAC498/fulltext/pdf;  ; 
618;https://api.istex.fr/document/A7321653D3F948EA7344C37DD0A864CC454B7C9E/fulltext/pdf;  ; 
619;https://api.istex.fr/document/F21195DE94B6CB34E80A648093D7A950EC6D860C/fulltext/pdf;  ; 
620;https://api.istex.fr/document/31A41853BF96C530E6A7AE1D241253343782DD81/fulltext/pdf;  ; 
621;https://api.istex.fr/document/A9E3C3B9DD7DDE01701F6C0B99C7B1A2AF2A76A3/fulltext/pdf;  ; 
622;https://api.istex.fr/document/B3E6F1C696B4E15F115E33F5E33DCA819350AA3D/fulltext/pdf;  ; 
623;https://api.istex.fr/document/4D4A20F53D959D05B83FC665362A61EAA17FC1BA/fulltext/pdf;  ; 
624;https://api.istex.fr/document/1AFAB2698F69199314C85CC569ECF14B0BDE34BA/fulltext/pdf;  ; 
625;https://api.istex.fr/document/2B1FE2E7FE76409BA223112ED35BD30664BC8B14/fulltext/pdf;  ; 
626;https://api.istex.fr/document/2A5A72156F811EFBA5C6F012EFF496F8D9CD2231/fulltext/pdf;  ; 
627;https://api.istex.fr/document/F47F72222A5CCC7DBE622D42C46892C47669CE56/fulltext/pdf;  ; 
628;https://api.istex.fr/document/83527F745AA3C5410B0901C1D5D9686FACE22AED/fulltext/pdf;  ; 
629;https://api.istex.fr/document/0B3E7BF71744663C5C29C25C427E7F72EC0A10BB/fulltext/pdf;  ; 
630;https://api.istex.fr/document/0EB948ABB245A42F75A2AC006553CC5E0F323A89/fulltext/pdf;  ; 
631;https://api.istex.fr/document/163575097C37F7A7AFBD3E9112649B8E3F83794F/fulltext/pdf;  ; 
632;https://api.istex.fr/document/5236386CCC1BE688F5F22C5438F11ED32B21E2BC/fulltext/pdf;  ; 
633;https://api.istex.fr/document/31462BA65FB5B29CA28571D0A86FC6F71812AE1B/fulltext/pdf;  ; 
634;https://api.istex.fr/document/983BC282290657BC0D2304706C5B2F4141E3C1F7/fulltext/pdf;  ; 
635;https://api.istex.fr/document/09C6BEB26AF5758CC66FDDC0EA8AC3F8F4011742/fulltext/pdf;  ; 
636;https://api.istex.fr/document/3D9F44EE353E602CC6B19A9C083B132FA5FEF34A/fulltext/pdf;  ; 
637;https://api.istex.fr/document/06F60128688780F2712A4912F2A8B0ED0C3403B2/fulltext/pdf;  ; 
638;https://api.istex.fr/document/3A0E684189D864A07670DCBC24312C33E30A7814/fulltext/pdf;  ; 
639;https://api.istex.fr/document/9FE65A914DF9885FAAA8E7E960DCC0B05F72D72B/fulltext/pdf;  ; 
640;https://api.istex.fr/document/ABC0BA82103880A0D7B892C42FA6924406663BF9/fulltext/pdf;  ; 
641;https://api.istex.fr/document/F07C43C7CB4478EFBFF82038E3F9BDC220E044F5/fulltext/pdf;  ; 
642;https://api.istex.fr/document/2D5460807B7F702EF5B135A7C0C04BA31F89FF91/fulltext/pdf;  ; 
643;https://api.istex.fr/document/A4E623864541CE25F36B594655BD43686A00129C/fulltext/pdf;  ; 
644;https://api.istex.fr/document/D22B0C6A73D11FCCC5AF0236468AE3E5DA2C050E/fulltext/pdf;  ; 
645;https://api.istex.fr/document/6AB1F8E5E916007407CB457720F248927CA6D11F/fulltext/pdf;  ; 
646;https://api.istex.fr/document/6B879249D596903979939384EA3DF7A34C479B60/fulltext/pdf;  ; 
647;https://api.istex.fr/document/B723F653C3FE8B2C3384AF2EF6E58A2E7719F2C9/fulltext/pdf;  ; 
648;https://api.istex.fr/document/4E32693DC87C033BE25B5DF730D453331570EC79/fulltext/pdf;  ; 
649;https://api.istex.fr/document/7181AD64CF0317FB284F19761188B6E50AE4A46F/fulltext/pdf;  ; 
650;https://api.istex.fr/document/C563ED197040A1D874A5A756D2E8DAFDABAB10E0/fulltext/pdf;  ; 
651;https://api.istex.fr/document/B2C04C7D0AB29B84EA715ECC7A4AF9A3D20D3715/fulltext/pdf;  ; 
652;https://api.istex.fr/document/47132332C0CF269DC3AFEA21102513F35990440C/fulltext/pdf;  ; 
653;https://api.istex.fr/document/95856012D75F0FB04376E02B59D68E79C99DA52B/fulltext/pdf;  ; 
654;https://api.istex.fr/document/5C3A273F8CC61A0F7F5FDDB62043E74034D61D54/fulltext/pdf;  ; 
655;https://api.istex.fr/document/57A1B36A547E90F19472E6A7EF283631EC237F1D/fulltext/pdf;  ; 
656;https://api.istex.fr/document/0D1F2268C47750873C07C723FE4A30DE866E599C/fulltext/pdf;  ; 
657;https://api.istex.fr/document/0CC6E59596E78400FA3D039DCB9B1AF15B70F480/fulltext/pdf;  ; 
658;https://api.istex.fr/document/3B8BF619DB26A076E3FDCA68164BCED0C8255A90/fulltext/pdf;  ; 
659;https://api.istex.fr/document/B4488D42A5C8B132DB555B1D872B616A9A92F6B1/fulltext/pdf;  ; 
660;https://api.istex.fr/document/BE98CEF9891142EC037293CCEDD0129ED0114A3C/fulltext/pdf;  ; 
661;https://api.istex.fr/document/78C9EE836997CFE68860B572A1026B4BD17D2EC1/fulltext/pdf;  ; 
662;https://api.istex.fr/document/8959C48A09F2DA4A6F0A049C3C2D8758262C4A74/fulltext/pdf;  ; 
663;https://api.istex.fr/document/501E41191F64829C6AB74292DC6E4737E164DE5C/fulltext/pdf;  ; 
664;https://api.istex.fr/document/120D4B7E0225282EADA08785B872C48CCE2D3912/fulltext/pdf;  ; 
665;https://api.istex.fr/document/B345BC1D3AB53C0DF1081C1A1086527DC2B606CA/fulltext/pdf;  ; 
666;https://api.istex.fr/document/771A612F4BFE2E4F5EF93CBBB799A0B5887E04A3/fulltext/pdf;  ; 
667;https://api.istex.fr/document/C5F8DDF400E5F9C41F50BA74B0674EE1F0036B6C/fulltext/pdf;  ; 
668;https://api.istex.fr/document/8702A47158C873BBCBFAA7FCF58E6CEB189695BD/fulltext/pdf;  ; 
669;https://api.istex.fr/document/34E123088BDC5714834B451540AA081A53AD3D97/fulltext/pdf;  ; 
670;https://api.istex.fr/document/B399675AD19834F56D32E8C572E3F963BC3543C7/fulltext/pdf;  ; 
671;https://api.istex.fr/document/00FE5AFA3755BD61DBFB4CF829545B3377C0EC22/fulltext/pdf;  ; 
672;https://api.istex.fr/document/A56F98EB73F902138098E886F0CD0A9A6B108A84/fulltext/pdf;  ; 
673;https://api.istex.fr/document/8D3E31388D0A69D7DCD5E4FB66AD0FC546B9A068/fulltext/pdf;  ; 
674;https://api.istex.fr/document/5476E630CE76C0B174CCA679D186C977385CF197/fulltext/pdf;  ; 
675;https://api.istex.fr/document/D4D393BDF895D77BBEBA5DACD6BA18D6787E41FD/fulltext/pdf;  ; 
676;https://api.istex.fr/document/0156EE54498879E929164079196A858D15A1714C/fulltext/pdf;  ; 
677;https://api.istex.fr/document/27B73321D53D07E30C502EB0416C3C6DE85AA73F/fulltext/pdf;  ; 
678;https://api.istex.fr/document/DBB259071EA336356EC56D890E1911CEEBF7902A/fulltext/pdf;  ; 
679;https://api.istex.fr/document/DB9B6A9B7D0DDB0F8FF47639C132BA50823379B7/fulltext/pdf;  ; 
680;https://api.istex.fr/document/50C5EF5361EA5CC655DF78CD6789D0EB41230FA6/fulltext/pdf;  ; 
681;https://api.istex.fr/document/D5A653F92CE1F0742038B0A5FA31C966B28D328B/fulltext/pdf;  ; 
682;https://api.istex.fr/document/D50FA9EE5371C24773B0D25319610BA9EF4E3A0E/fulltext/pdf;  ; 
683;https://api.istex.fr/document/0774AE55EDAD71E12F28FFF8ED6DE6D1ED137C1B/fulltext/pdf;  ; 
684;https://api.istex.fr/document/33477001A92E19F2AAE55E01D4D9BEE81C4C79A9/fulltext/pdf;  ; 
685;https://api.istex.fr/document/3F3D1C87D45C575B6A16D2A7042EFF6BAA61A8D7/fulltext/pdf;  ; 
686;https://api.istex.fr/document/FAF5CCB08F17F41825AA509C0E3825F76FC05FC3/fulltext/pdf;  ; 
687;https://api.istex.fr/document/94A496BEB0A3013B259A51F6151C4EFBA3968859/fulltext/pdf;  ; 
688;https://api.istex.fr/document/3A228DEAC3ACDDFFC29D021A652B30BCA0964635/fulltext/pdf;  ; 
689;https://api.istex.fr/document/6B842B621806D58180CEDA239AF5917B72FE9B66/fulltext/pdf;  ; 
690;https://api.istex.fr/document/801D5C38E7913FC86E42A55A8924F903614BF523/fulltext/pdf;  ; 
691;https://api.istex.fr/document/8719A43A800860AAB02CE765D8BC80B71B0C9ACC/fulltext/pdf;  ; 
692;https://api.istex.fr/document/444F5F35F65D40701849D1B1F0BF503B7137E200/fulltext/pdf;  ; 
693;https://api.istex.fr/document/262C28503F0F4367B994E13B1B270AEFCC24B719/fulltext/pdf;  ; 
694;https://api.istex.fr/document/AF77520392F672F9F5B515CC6652BBCC7D43C370/fulltext/pdf;  ; 
695;https://api.istex.fr/document/161AACB46F51FF094EE9BA5B61518BBBC53C7543/fulltext/pdf;  ; 
696;https://api.istex.fr/document/CCE90E86FCA54E79FE93896B6C0D4619F0C2B2DF/fulltext/pdf;  ; 
697;https://api.istex.fr/document/18AD6A230A593C55A4F60D05704891BD62A3A3D1/fulltext/pdf;  ; 
698;https://api.istex.fr/document/5CA36580CA37FE89E63BE05919EFD85BE03BA4F4/fulltext/pdf;  ; 
699;https://api.istex.fr/document/2FD82D238C74A1F4AA67513163EE8DAA78B3F604/fulltext/pdf;  ; 
700;https://api.istex.fr/document/33AA1B4FAD3F9B6D8B66DDA4FC66FD3000086A7E/fulltext/pdf;  ; 
701;https://api.istex.fr/document/049DEE1DA312DF6DDBD7A9BA6CB7B19A8D4990C1/fulltext/pdf;  ; 
702;https://api.istex.fr/document/02073ECD186B756542749377CA00C43CDCA54E78/fulltext/pdf;  ; 
703;https://api.istex.fr/document/22D704929B4B063BA2131289FCCC1A34078F23BD/fulltext/pdf;  ; 
704;https://api.istex.fr/document/137EC65C8DD593A747A6BDADB754A60E6FBC3EC7/fulltext/pdf;  ; 
705;https://api.istex.fr/document/2E9C4664B82CD4FAC185A0F8010822FD5C335002/fulltext/pdf;  ; 
706;https://api.istex.fr/document/6B9A2DECFCBFA7269CDE48B42F660461A5E0E0A8/fulltext/pdf;  ; 
707;https://api.istex.fr/document/E57A13B839E534E9290FD52E0936CE8B647A1B25/fulltext/pdf;  ; 
708;https://api.istex.fr/document/8B1C102AD891D5B958FB6B33DBDCB0E22BE717DE/fulltext/pdf;  ; 
709;https://api.istex.fr/document/DA433FEB8EB0B3C936B4339B5A0CCA59B22FB1F2/fulltext/pdf;  ; 
710;https://api.istex.fr/document/53DC7CCD2EBA0B1B03418550BBAED3A590A534AC/fulltext/pdf;  ; 
711;https://api.istex.fr/document/7CFE75A04DCDDF72F4B36890717E656141A57E3B/fulltext/pdf;  ; 
712;https://api.istex.fr/document/781335110D8DBBC4D0AF8AE334F7ED9772C34235/fulltext/pdf;  ; 
713;https://api.istex.fr/document/2D2643E2F2447655CE686BD86E71A80D53CB7F30/fulltext/pdf;  ; 
714;https://api.istex.fr/document/40B430A71234E8004C17D7F1550FA64868F3E665/fulltext/pdf;  ; 
715;https://api.istex.fr/document/D96AA56B05AF2466DBB497C21DD93D639CAEC0D6/fulltext/pdf;  ; 
716;https://api.istex.fr/document/1A2124E3C0851EE81FC66F5B24A311F816F65A56/fulltext/pdf;  ; 
717;https://api.istex.fr/document/55391951D606013118D0069A2B3C941E49F55E41/fulltext/pdf;  ; 
718;https://api.istex.fr/document/D7B0AFFDBDE9485CEB4BD0A0C56152DD592845AB/fulltext/pdf;  ; 
719;https://api.istex.fr/document/E33737AE4932A584B65E408D74087BC81AEC2807/fulltext/pdf;  ; 
720;https://api.istex.fr/document/7E71CE9A0A1EE07364CCF7CC1B03148F24C28D8B/fulltext/pdf;  ; 
721;https://api.istex.fr/document/F09C9565DCE644EB0AB01DD888D1089AD96FB74C/fulltext/pdf;  ; 
722;https://api.istex.fr/document/88548272BEAA093E57643E22D0AB459A5D152089/fulltext/pdf;  ; 
723;https://api.istex.fr/document/0B591D8B79AB6AF993D0935040D3A54EDA3078FF/fulltext/pdf;  ; 
724;https://api.istex.fr/document/1DDC2680EE094854A16B70ABA805671C46579643/fulltext/pdf;  ; 
725;https://api.istex.fr/document/1529CB8A9358B352787A61B2997E5E197B9C966D/fulltext/pdf;  ; 
726;https://api.istex.fr/document/4B3399533015FC97C6179E4C744538744F8753A4/fulltext/pdf;  ; 
727;https://api.istex.fr/document/472AFFDA20CB2A8B9DC2D0BCB652B04B5A99F879/fulltext/pdf;  ; 
728;https://api.istex.fr/document/0838C6D6E6146C26E25191673A753028B649D0F5/fulltext/pdf;  ; 
729;https://api.istex.fr/document/822900FCC6288216F8371D77CCFE4AEE3AC7B560/fulltext/pdf;  ; 
730;https://api.istex.fr/document/EF17699EC3285EF541FC22B259F84B37B73D04A9/fulltext/pdf;  ; 
731;https://api.istex.fr/document/33B207B2501F3E8F58A63F42C1C1942FBD978B0E/fulltext/pdf;  ; 
732;https://api.istex.fr/document/2589DE0D0854AA76302ADC33F1A358FE69E1CCE7/fulltext/pdf;  ; 
733;https://api.istex.fr/document/F7E560F18D823873BE105D94F044971099363993/fulltext/pdf;  ; 
734;https://api.istex.fr/document/35B7C404F65E487BFD7AAA52E06EA50B7649125B/fulltext/pdf;  ; 
735;https://api.istex.fr/document/A52DC68732BC0AB68826E2466BCF4689775CD3F5/fulltext/pdf;  ; 
736;https://api.istex.fr/document/9C5583EEADAE044E19B62D0BD8353D5CE399604C/fulltext/pdf;  ; 
737;https://api.istex.fr/document/BC7A5C427116415A28C611F819E5791B199AF884/fulltext/pdf;  ; 
738;https://api.istex.fr/document/6EE542457230AB21D5FFC017194DC9399D0D08F3/fulltext/pdf;  ; 
739;https://api.istex.fr/document/56C2D8FF9228DAD2728575BCB7880F827F5AB860/fulltext/pdf;  ; 
740;https://api.istex.fr/document/3A9BE97AEE177A24C1A274089B06854A20275A6B/fulltext/pdf;  ; 
741;https://api.istex.fr/document/C9AEFC0704D43757DE9B03E69810B5CAB14A9AB0/fulltext/pdf;  ; 
742;https://api.istex.fr/document/8046D6A13EB3B49EA00461BCC1F2F06A4BFA4A96/fulltext/pdf;  ; 
743;https://api.istex.fr/document/8A5F6FA185648E96A91DB05CE667818E536266CD/fulltext/pdf;  ; 
